3.65631 -84.7464
4.20475 -84.6473
4.7532 -84.5262
5.30165 -84.4712
5.85009 -84.4161
6.39854 -84.3611
6.94698 -84.339
7.49543 -84.317
8.04388 -84.295
8.59232 -84.2069
9.14077 -84.0198
9.68921 -83.9647
10.2377 -83.9096
10.7861 -83.9096
11.3346 -83.8546
11.883 -83.8216
12.4314 -83.7665
12.9799 -83.7225
13.5283 -83.7005
14.0768 -83.5793
14.6252 -83.4142
15.1737 -83.3922
15.7221 -83.3922
16.2706 -83.3481
16.819 -83.3261
17.3675 -83.3041
18.4644 -83.2711
19.0128 -83.2711
19.5612 -83.2821
20.1097 -83.26
20.6581 -83.238
21.2066 -83.238
21.755 -83.238
22.3035 -83.1059
22.8519 -82.8086
23.4004 -82.7756
23.9488 -82.7756
24.4973 -82.7205
25.0457 -82.5334
25.5941 -82.5113
26.1426 -82.5003
26.691 -82.5113
27.2395 -82.4783
27.7879 -82.4893
28.3364 -82.4893
28.8848 -82.5003
29.4333 -82.4783
29.9817 -82.3462
30.5302 -81.9608
31.0786 -81.9608
31.6271 -81.9718
32.1755 -81.9608
32.7239 -81.9608
33.2724 -81.9829
33.8208 -81.9829
34.3693 -81.9718
34.9177 -81.9829
35.4662 -81.9829
36.0146 -81.9718
36.5631 -81.9718
37.1115 -81.9608
37.66 -81.9388
38.2084 -81.9388
38.7569 -81.8948
39.3053 -81.8728
39.8537 -81.8728
40.4022 -81.8728
40.9506 -81.8948
41.4991 -81.8728
42.0475 -81.8728
42.596 -81.8728
43.1444 -81.8728
43.6929 -81.8728
44.2413 -81.8728
44.7898 -81.8948
45.3382 -81.8948
45.8867 -81.8948
46.4351 -81.8948
46.9835 -81.8948
47.532 -81.8728
48.0804 -81.8507
48.6289 -81.8287
49.1773 -81.8067
49.7258 -81.8067
50.2742 -81.8177
50.8227 -81.8067
51.3711 -81.8067
51.9196 -81.7847
52.468 -81.7847
53.0165 -81.7626
53.5649 -81.7516
54.1133 -81.7516
54.6618 -81.7516
55.2102 -81.7626
55.7587 -81.7626
56.3071 -81.7626
56.8556 -81.7516
57.404 -81.7737
57.9525 -81.7737
58.5009 -81.7516
59.0494 -81.7296
59.5978 -81.6305
60.1463 -81.6195
60.6947 -81.5645
61.2431 -81.5645
61.7916 -81.5865
62.34 -81.6085
62.8885 -81.6085
63.4369 -81.6085
63.9854 -81.6085
64.5338 -81.6085
65.0823 -81.6085
65.6307 -81.5535
66.1792 -81.4544
66.7276 -81.4544
67.2761 -81.4544
67.8245 -81.4323
68.3729 -81.4323
68.9214 -81.4323
69.4698 -81.4323
70.0183 -81.4323
70.5667 -81.4323
71.1152 -81.4103
71.6636 -81.4103
72.2121 -81.4103
72.7605 -81.4103
73.309 -81.4103
73.8574 -81.4323
74.4059 -81.4213
74.9543 -81.3773
75.5027 -81.3553
76.0512 -81.3553
76.5996 -81.3553
77.1481 -81.3773
77.6965 -81.3883
78.245 -81.3883
78.7934 -81.4213
79.3419 -81.4323
79.8903 -81.4323
80.4388 -81.3883
80.9872 -81.3883
81.5356 -81.3773
82.0841 -81.3773
82.6325 -81.3222
83.181 -81.3222
83.7294 -81.3553
84.2779 -81.3222
84.8263 -81.3222
85.3748 -81.3222
85.9232 -81.3222
86.4717 -81.3222
87.0201 -81.3222
87.5686 -81.3553
88.117 -81.3332
88.6654 -81.3222
89.2139 -81.3222
89.7623 -81.3112
90.3108 -81.2892
90.8592 -81.2892
91.4077 -81.2782
91.9561 -81.2342
92.5046 -81.2342
93.053 -81.2342
